SampleID,PI_01_850101,PS_01_850101,PI_02_850101,PS_02_850101,PI_01_850102,PS_01_850102,PI_02_850102,PS_02_850102,PI_01_850104,PS_01_850104,PI_02_850104,PS_02_850104,PI_01_850105,PS_01_850105,PI_02_850105,PS_02_850105,PI_01_850108,PS_01_850108,PI_02_850108,PS_02_850108,PI_01_850109,PS_01_850109,PI_02_850109,PS_02_850109,PI_01_850110,PS_01_850110,PI_02_850110,PS_02_850110,PI_01_850111,PS_01_850111,PI_02_850111,PS_02_850111,PI_01_850112,PS_01_850112,PI_02_850112,PS_02_850112,PI_01_850113,PS_01_850113,PI_02_850113,PS_02_850113,PI_01_850114,PS_01_850114,PI_02_850114,PS_02_850114,PI_01_850115,PS_01_850115,PI_02_850115,PS_02_850115,PI_01_850201,PS_01_850201,PI_02_850201,PS_02_850201,PI_01_850202,PS_01_850202,PI_02_850202,PS_02_850202,PI_01_850203,PS_01_850203,PI_02_850203,PS_02_850203,PI_01_850204,PS_01_850204,PI_02_850204,PS_02_850204,PI_01_850205,PS_01_850205,PI_02_850205,PS_02_850205,PI_01_850206,PS_01_850206,PI_02_850206,PS_02_850206,PI_01_850301,PS_01_850301,PI_02_850301,PS_02_850301,PI_01_850302,PS_01_850302,PI_02_850302,PS_02_850302,PI_01_850303,PS_01_850303,PI_02_850303,PS_02_850303,PI_01_850304,PS_01_850304,PI_02_850304,PS_02_850304,PI_01_850305,PS_01_850305,PI_02_850305,PS_02_850305,PI_01_850401,PS_01_850401,PI_02_850401,PS_02_850401,PI_01_850402,PS_01_850402,PI_02_850402,PS_02_850402,PI_01_850403,PS_01_850403,PI_02_850403,PS_02_850403,PI_01_850408,PS_01_850408,PI_02_850408,PS_02_850408,PI_01_850411,PS_01_850411,PI_02_850411,PS_02_850411,PI_01_850412,PS_01_850412,PI_02_850412,PS_02_850412,PI_01_850501,PS_01_850501,PI_02_850501,PS_02_850501,PI_01_850503,PS_01_850503,PI_02_850503,PS_02_850503,PI_01_850506,PS_01_850506,PI_02_850506,PS_02_850506,PI_01_850507,PS_01_850507,PI_02_850507,PS_02_850507,PI_01_850509,PS_01_850509,PI_02_850509,PS_02_850509,PI_01_850510,PS_01_850510,PI_02_850510,PS_02_850510,PI_01_850511,PS_01_850511,PI_02_850511,PS_02_850511,PI_01_850512,PS_01_850512,PI_02_850512,PS_02_850512,PI_01_850601,PS_01_850601,PI_02_850601,PS_02_850601,PI_01_850602,PS_01_850602,PI_02_850602,PS_02_850602,PI_01_850603,PS_01_850603,PI_02_850603,PS_02_850603,PI_01_850604,PS_01_850604,PI_02_850604,PS_02_850604,PI_01_850701,PS_01_850701,PI_02_850701,PS_02_850701,PI_01_850702,PS_01_850702,PI_02_850702,PS_02_850702,PI_01_850703,PS_01_850703,PI_02_850703,PS_02_850703,PI_01_850704,PS_01_850704,PI_02_850704,PS_02_850704,PI_01_850705,PS_01_850705,PI_02_850705,PS_02_850705,PI_01_850706,PS_01_850706,PI_02_850706,PS_02_850706,PI_01_850707,PS_01_850707,PI_02_850707,PS_02_850707,PI_01_850708,PS_01_850708,PI_02_850708,PS_02_850708,PI_01_850709,PS_01_850709,PI_02_850709,PS_02_850709,PI_01_850710,PS_01_850710,PI_02_850710,PS_02_850710,PI_01_850711,PS_01_850711,PI_02_850711,PS_02_850711,PI_01_850712,PS_01_850712,PI_02_850712,PS_02_850712,PI_01_850801,PS_01_850801,PI_02_850801,PS_02_850801,PI_01_850802,PS_01_850802,PI_02_850802,PS_02_850802,PI_01_850803,PS_01_850803,PI_02_850803,PS_02_850803,PI_01_850804,PS_01_850804,PI_02_850804,PS_02_850804,PI_01_850806,PS_01_850806,PI_02_850806,PS_02_850806,PI_01_850807,PS_01_850807,PI_02_850807,PS_02_850807,PI_01_850809,PS_01_850809,PI_02_850809,PS_02_850809,PI_01_850812,PS_01_850812,PI_02_850812,PS_02_850812,PI_01_850813,PS_01_850813,PI_02_850813,PS_02_850813,PI_01_850814,PS_01_850814,PI_02_850814,PS_02_850814,PI_01_850816,PS_01_850816,PI_02_850816,PS_02_850816,PI_01_850817,PS_01_850817,PI_02_850817,PS_02_850817,PI_01_850818,PS_01_850818,PI_02_850818,PS_02_850818,PI_01_850901,PS_01_850901,PI_02_850901,PS_02_850901,PI_01_850902,PS_01_850902,PI_02_850902,PS_02_850902,PI_01_851201,PS_01_851201,PI_02_851201,PS_02_851201,PI_01_851202,PS_01_851202,PI_02_851202,PS_02_851202,PI_01_851203,PS_01_851203,PI_02_851203,PS_02_851203,PI_01_851204,PS_01_851204,PI_02_851204,PS_02_851204,PI_01_851205,PS_01_851205,PI_02_851205,PS_02_851205,PI_01_851206,PS_01_851206,PI_02_851206,PS_02_851206,PI_01_851207,PS_01_851207,PI_02_851207,PS_02_851207,PI_01_851208,PS_01_851208,PI_02_851208,PS_02_851208,PI_01_851209,PS_01_851209,PI_02_851209,PS_02_851209,PI_01_851701,PS_01_851701,PI_02_851701,PS_02_851701,PI_01_851702,PS_01_851702,PI_02_851702,PS_02_851702,PI_01_851703,PS_01_851703,PI_02_851703,PS_02_851703,PI_01_851901,PS_01_851901,PI_02_851901,PS_02_851901,PI_01_851902,PS_01_851902,PI_02_851902,PS_02_851902,PI_01_851903,PS_01_851903,PI_02_851903,PS_02_851903,PI_01_851904,PS_01_851904,PI_02_851904,PS_02_851904,PI_01_851905,PS_01_851905,PI_02_851905,PS_02_851905,PI_01_851906,PS_01_851906,PI_02_851906,PS_02_851906,PI_01_852101,PS_01_852101,PI_02_852101,PS_02_852101,PI_01_852102,PS_01_852102,PI_02_852102,PS_02_852102,PI_01_852103,PS_01_852103,PI_02_852103,PS_02_852103,PI_01_852104,PS_01_852104,PI_02_852104,PS_02_852104,PI_01_852105,PS_01_852105,PI_02_852105,PS_02_852105,PI_01_852106,PS_01_852106,PI_02_852106,PS_02_852106,PI_01_852107,PS_01_852107,PI_02_852107,PS_02_852107,PI_01_852201,PS_01_852201,PI_02_852201,PS_02_852201,PI_01_852202,PS_01_852202,PI_02_852202,PS_02_852202,PI_01_852203,PS_01_852203,PI_02_852203,PS_02_852203,PI_01_852204,PS_01_852204,PI_02_852204,PS_02_852204,PI_01_852205,PS_01_852205,PI_02_852205,PS_02_852205,PI_01_852206,PS_01_852206,PI_02_852206,PS_02_852206,PI_01_852901,PS_01_852901,PI_02_852901,PS_02_852901,PI_01_852902,PS_01_852902,PI_02_852902,PS_02_852902,PI_01_852903,PS_01_852903,PI_02_852903,PS_02_852903,PI_01_852904,PS_01_852904,PI_02_852904,PS_02_852904,PI_01_853001,PS_01_853001,PI_02_853001,PS_02_853001,PI_01_853002,PS_01_853002,PI_02_853002,PS_02_853002,PI_01_853003,PS_01_853003,PI_02_853003,PS_02_853003,PI_01_853004,PS_01_853004,PI_02_853004,PS_02_853004,PI_01_853201,PS_01_853201,PI_02_853201,PS_02_853201,PI_01_853202,PS_01_853202,PI_02_853202,PS_02_853202,PI_01_853203,PS_01_853203,PI_02_853203,PS_02_853203,PI_01_853204,PS_01_853204,PI_02_853204,PS_02_853204,PI_01_853207,PS_01_853207,PI_02_853207,PS_02_853207,PI_01_853208,PS_01_853208,PI_02_853208,PS_02_853208,PI_01_853209,PS_01_853209,PI_02_853209,PS_02_853209,PI_01_853210,PS_01_853210,PI_02_853210,PS_02_853210,PI_01_853401,PS_01_853401,PI_02_853401,PS_02_853401,PI_01_853402,PS_01_853402,PI_02_853402,PS_02_853402,PI_01_853403,PS_01_853403,PI_02_853403,PS_02_853403,PI_01_853404,PS_01_853404,PI_02_853404,PS_02_853404,PI_01_853405,PS_01_853405,PI_02_853405,PS_02_853405,PI_01_853406,PS_01_853406,PI_02_853406,PS_02_853406,PI_01_853501,PS_01_853501,PI_02_853501,PS_02_853501,PI_01_853502,PS_01_853502,PI_02_853502,PS_02_853502,PI_01_853503,PS_01_853503,PI_02_853503,PS_02_853503,PI_01_853601,PS_01_853601,PI_02_853601,PS_02_853601,PI_01_853602,PS_01_853602,PI_02_853602,PS_02_853602,PI_01_853603,PS_01_853603,PI_02_853603,PS_02_853603,PI_01_853604,PS_01_853604,PI_02_853604,PS_02_853604,PI_01_853701,PS_01_853701,PI_02_853701,PS_02_853701,PI_01_853702,PS_01_853702,PI_02_853702,PS_02_853702,PI_01_853703,PS_01_853703,PI_02_853703,PS_02_853703,PI_01_853704,PS_01_853704,PI_02_853704,PS_02_853704,PI_01_853705,PS_01_853705,PI_02_853705,PS_02_853705,PI_01_853706,PS_01_853706,PI_02_853706,PS_02_853706,PI_01_853707,PS_01_853707,PI_02_853707,PS_02_853707,PI_01_853801,PS_01_853801,PI_02_853801,PS_02_853801,PI_01_853802,PS_01_853802,PI_02_853802,PS_02_853802,PI_01_853803,PS_01_853803,PI_02_853803,PS_02_853803,PI_01_853804,PS_01_853804,PI_02_853804,PS_02_853804,PI_01_853805,PS_01_853805,PI_02_853805,PS_02_853805,PI_01_853806,PS_01_853806,PI_02_853806,PS_02_853806,PI_01_853807,PS_01_853807,PI_02_853807,PS_02_853807,PI_01_853808,PS_01_853808,PI_02_853808,PS_02_853808,PI_01_853809,PS_01_853809,PI_02_853809,PS_02_853809,PI_01_853810,PS_01_853810,PI_02_853810,PS_02_853810,PI_01_853901,PS_01_853901,PI_02_853901,PS_02_853901,PI_01_853902,PS_01_853902,PI_02_853902,PS_02_853902,PI_01_853903,PS_01_853903,PI_02_853903,PS_02_853903,PI_01_853904,PS_01_853904,PI_02_853904,PS_02_853904,PI_01_853905,PS_01_853905,PI_02_853905,PS_02_853905,PI_01_853906,PS_01_853906,PI_02_853906,PS_02_853906,PI_01_854001,PS_01_854001,PI_02_854001,PS_02_854001,PI_01_854101,PS_01_854101,PI_02_854101,PS_02_854101
850001,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,5,4,5,4,4,4,4,4,5,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,5,4,4,5,3,5,2,4,2,3,2,6,2,6,2,6,2,6,2,2,1,4,1,3,2,3,2,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,1,4,4,4,2,4,2,4,3,4,2,4,2,4,5,3,5,4,5,3,5,4,5,4,5,4,5,3,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,3,5,3,5,4,5,4,5,3,5,4,5,3,5,4,4,3,5,3,4,4,4,4,2,4,2,3,4,4,4,4,2,3,2,3,2,3,2,3,2,4,3,4,4,4,4,4,2,3,2,3,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,1,4,1,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,1,1,1,1,3,1,4,1,4,3,4,3,4,2,4,3,4,2,4,3,3,4,2,4,5,4,5,4,3,4,2,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,5,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,5,4,5,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,3,2,2,1,4,1,4,1,4,1,4,4,4,1,4,4,4,1,4,4,4,4,4,5,4,5,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,4,2,3,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,6,4,5,4,5,4,5,4,5,4,5,4,6,4,5,4,5,5,3,5,3,5,3,5,3,5,3,5,3,4,3,4,3,4,3,4,3,4,1,4,1,4,1,4,1,1,4,2,4,1,4,2,4,2,5,2,4,1,5,2,5,1,5,2,5,1,5,2,5,4,5,4,5,4,4,3,4,1,4,2,4,5,5,5,5,4,4,5,5,4,4,4,4,1,4,1,4,4,4,4,4,5,4,4,4,3,5,3,5,3,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,4,3,3,3,5,3,5,3,5,3,5,3
850002,3,4,2,4,3,4,2,4,1,3,1,4,3,3,3,4,4,5,3,5,3,5,3,4,4,5,3,5,4,5,3,4,3,4,3,3,2,4,3,4,2,4,2,3,3,3,3,3,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,6,3,5,4,5,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,5,4,4,4,4,1,4,1,4,2,4,1,4,4,4,4,4,3,4,3,4,4,5,4,5,4,5,4,4,2,3,3,4,3,4,3,4,5,4,5,4,3,3,3,4,1,3,1,3,2,3,2,3,2,3,2,3,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,4,5,4,2,3,2,3,3,3,3,4,3,3,3,4,4,4,4,4,2,4,2,4,2,4,3,4,1,4,2,4,4,4,4,4,3,4,1,4,1,4,2,4,1,4,1,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,2,3,1,3,1,4,1,2,1,2,1,4,3,4,3,4,3,4,3,2,4,2,4,3,4,3,4,2,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,5,3,5,2,4,1,4,1,3,2,3,3,5,3,4,4,5,3,5,4,5,3,5,4,5,3,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,3,3,2,4,2,3,1,3,2,3,3,3,1,3,1,3,3,3,3,3,3,4,5,4,3,4,5,4,3,5,5,5,3,4,3,4,2,4,2,4,1,4,2,4,2,4,3,4,3,4,3,4,4,4,4,4,4,4,3,4,3,4,3,4,4,5,4,5,4,5,4,5,4,6,4,6,4,5,4,5,4,5,4,5,4,5,4,5,5,3,5,3,5,3,5,3,5,4,5,3,4,3,4,3,4,3,4,3,4,2,4,2,4,2,4,2,2,3,2,4,2,3,2,3,3,4,4,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,2,4,2,3,5,4,5,4,5,4,5,4,4,4,4,4,1,3,2,3,2,3,3,4,3,4,4,4,3,4,3,4,4,4,5,4,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,5,3,5,3,5,3,5,3
850003,3,4,2,4,3,5,4,5,3,5,3,5,3,5,3,5,2,3,2,5,3,5,2,5,3,5,2,5,2,4,2,4,2,4,2,3,1,1,1,1,2,3,2,3,3,5,3,5,5,5,4,5,5,3,4,4,5,3,5,3,5,3,3,4,3,1,3,1,4,4,4,2,3,4,4,5,3,4,4,4,4,5,4,5,4,5,4,4,3,4,4,4,1,3,1,3,1,4,1,4,2,4,1,4,2,4,2,4,1,5,2,5,2,5,2,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,3,3,3,2,3,3,3,2,3,3,3,2,3,5,3,2,3,5,4,5,4,3,3,5,3,3,3,4,4,3,3,2,3,5,5,5,4,2,3,2,3,2,3,2,3,2,3,2,3,2,3,1,2,3,4,3,4,3,4,3,4,2,3,2,2,2,3,2,2,3,4,3,4,2,4,2,4,3,4,3,4,4,5,4,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,3,4,4,4,3,4,4,4,3,4,4,4,2,3,3,3,2,2,3,3,2,1,1,1,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,2,3,1,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,4,4,4,5,3,5,2,4,2,3,2,3,2,3,3,5,3,5,4,5,3,5,3,5,3,5,3,5,3,5,3,4,3,2,3,4,3,4,3,5,3,4,3,4,3,2,3,5,4,4,3,4,4,4,2,3,2,3,2,3,2,3,2,4,2,3,1,3,2,3,2,3,2,3,5,5,3,5,4,5,5,5,4,5,5,5,2,4,3,3,2,4,3,3,3,5,3,5,2,4,3,4,2,5,3,3,2,4,3,3,2,5,3,3,2,5,3,5,3,6,3,6,3,6,3,5,3,6,3,5,3,6,3,6,3,6,3,6,3,6,3,6,3,3,3,3,3,3,3,3,4,4,3,3,3,2,2,2,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,3,4,3,4,2,3,2,3,3,4,3,4,3,4,3,4,3,4,3,4,1,4,1,4,1,3,1,2,3,4,3,4,2,4,2,3,2,4,2,3,2,3,2,3,1,3,1,3,2,4,2,4,3,4,3,4,4,4,3,4,4,4,3,4,3,3,2,3,3,3,3,3,3,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3
850005, , ,3,5,4,4,4,4, , ,2,4, , ,2,4,4,5,4,5,4,5,4,5,3,4,3,4,3,4,3,4,3,4,3,3,4,4,3,3,3,4,2,3,3,5,3,4,5,5,5,5,5,5,5,4,5,5,6,5,5,5,6,5,5,4,3,4,5,4,3,4, , ,4,5, , ,4,5,3,1,4,4,4,5,4,4, , ,4,4, , ,1,4, , ,4,4, , ,4,4,1,4,1,3,1,5,1,5,4,5,4,5, , ,1,1, , ,4,3,5,4,5,4,5,4,5,4,3,3,3,3,5,4,3,3,5,4,3,3,5,4,3,4,5,4,5,4,5,3,5,4,5,3,5,4,5,4,5,4,5,4,3,3,3,4,3,4,5,3,3,4,3,3,4,4,1,2,1,3,1,2,1,3,2,2,1,3,3,3,3,3,1,2,1,3,3,5,3,4,3,4,3,4,2,3,1,3,4,5,3,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,2,4,3,5,2,5,4,5,3,5,3,4,2,5,4,5,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,4,3,4,1,3,1,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,5,3,4,3,4,2,4,2,4,2,4,3,5,2,4,3,4,3,4,3,5,4,5,3,5,4,5,4,4,5,5,4,5,5,5,4,5,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,4,4,4,4,4,4,3,3,4,4,5,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,5,4,4,3,3,3,3,4,3,4,4,4,3,4,5,4,4,4,5,3,4,3,4,1,3,1,1,4,5,3,4,3,4,4,4,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,5,4,4,3,5,4,5,4,5,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,1,2,1,2,2,3,1,3,2,3,1,3,4,6,4,4,4,5,4,5,3,5,4,5,3,5,3,4,3,4,3,4,3,4,3,4,3,4,2,4,3,4,3,4,4,4,4,4,3,5,3,5,4,4,4,4,2,4,1,3,2,4,1,4,2,4,1,4,2,1,3,3,2,1,3,3,2,1,3,3,2,1,3,3,2,1,3,3,2,1,3,3,4,3,3,3,2,2,2,2
850006,3,5,3,5,3,5,3,4,3,5,3,5,3,5,3,5,3,4,3,4,3,5,3,4,3,5,3,5,3,5,3,4,3,4,3,4,3,5,3,5,3,4,3,4,3,5,3,5,5,5,5,5,5,2,5,2,5,4,5,4,5,4,5,4,5,2,5,2,4,2,4,3,3,4,3,4,3,4,3,3,3,5,3,4,3,4,2,1,3,4,3,1,2,3,2,3,2,3,2,3,3,4,3,4,3,4,3,4,3,5,3,4,3,5,3,4,2,4,2,3,4,4,3,3,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,5,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,4,3,3,3,4,3,4,3,4,3,3,3,4,2,2,3,5,4,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,4,5,3,4,3,5,3,5,3,5,3,4,3,5,3,4,3,4,3,4,3,4,3,4,3,4,2,2,2,2,2,2,2,2,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,2,4,1,1,1,1,2,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,3,3,3,3,3,5,3,4,3,4,3,4,3,5,3,5,3,5,3,5,3,5,3,5,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,5,3,5,3,5,3,5,3,5,3,5,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,5,3,5,3,5,3,6,3,5,3,6,3,5,3,5,3,5,3,6,3,6,3,5,3,4,3,3,4,3,3,3,4,3,4,3,4,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,4,2,2,2,2,2,2,3,2,3,2,2,2,2,3,5,3,6,3,5,3,5,3,4,3,5,2,4,2,4,3,3,3,4,2,4,2,4,2,4,2,4,3,4,3,4,2,4,3,4,2,4,2,4,3,3,3,4,2,2,2,2,3,4,3,5,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
850007,4,4,4,4,4,5,4,4,4,5,4,5,4,5,4,5,4,5,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,5,3,5,3,5,4,5,5,5,3,5,4,5,3,5,3,5,3,5,3,4,5,4,4,4,5,3,4,4,5,3,4,4,5,3,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,5,3,4,3,4,2,1,3,1,3,4,5,4,3,4,3,4,3,3,3,1,3,3,2,3,3,4,3,4,5,4,5,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,2,2,3,2,2,1,2,1,4,3,3,3,4,3,3,3,5,4,5,4,5,4,5,4,5,4,5,4,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,4,5,3,5,4,4,3,4,4,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,4,2,3,2,4,3,3,3,4,1,3,2,1,2,4,2,3,5,5,5,5,5,5,5,5,5,5,5,5, , ,3,4, , ,4,4, , ,4,4, , ,4,4,4,4,3,4,3,4,3,4,3,4,3,4,3,4,4,4,3,5,4,5,3,5,4,6,3,5,4,6,4,6,4,6,3,5,4,6,4,6,4,6,5,3,5,3,5,3,5,3,5,3,5,3,4,3,4,3,3,3,4,3,3,2,4,3,3,2,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,5,4,5,4,6,4,6,3,5,4,5,3,4,3,4,3,4,3,3,3,1,3,2,3,4,3,3,4,4,4,4,2,3,2,3,3,4,3,4,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,5,3,4,3,5,3,4,3
850008,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,3,3,4,5,4,5,4,5,5,5,6,5,5,2,5,4,5,4,5,4,5,2,4,2,4,2,5,2,5,4,5,2,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,4,4,4,3,4,2,4,3,4,2,4,3,4,3,4,3,4,3,4,4,5,4,5,4,5,4,5,3,1,3,3,3,1,2,1,3,3,3,3,2,1,3,3,5,3,5,3,5,3,5,3,2,2,1,2,5,5,5,5,3,3,3,4,3,1,2,2,3,3,3,3,5,3,5,3,5,5,5,4,5,3,5,3,2,2,2,2,5,3,5,3,4,4,4,4,3,3,3,3,3,3,3,3,1,2,1,2,4,4,4,4,4,5,3,4,3,3,2,3,3,3,2,3,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,3,2,3,2,4,3,4,3,4,3,4,3,1,1,1,1,4,3,4,3,3,3,4,3,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,5,4,3,4,1,1,1,1,1,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,3,4,4,4,4,4,5,4,5,4,3,4,5,4,3,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,4,5,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,4,3,3,3,3,2,1,2,2,3,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,5,4,6,4,6,4,6,4,6,4,6,4,6,4,5,4,6,4,6,4,6,4,6,4,6,5,4,5,3,5,4,5,3,5,4,5,4,4,2,4,2,4,3,4,3,3,2,4,2,3,2,4,2,5,4,5,5,3,4,2,4,2,2,1,2,3,4,3,5,4,6,4,6,3,4,3,4,3,5,3,5,5,4,5,4,2,4,2,4,3,4,3,4,3,4,3,4,2,2,3,2,5,4,5,4,1,1,2,2,2,2,2,2,3,5,5,5,3,5,5,5,3,3,4,4,3,3,4,4,3,3,4,4,3,4,4,4,3,3,3,3,3,3,3,3,5,3,5,3,4,3,5,3
